date,region,population,google_ads_impressions,display_impressions,facebook_impressions,google_ads_cost,facebook_cost,display_cost,conversions
2023-03-06,Vastra Gotaland County,1772821,23626,366724,220944,36436.54,24089.01,7158.54,20
2023-03-06,Vastmanland County,281158,46,0,238,1.9,18.52,0.0,1
2023-03-06,Vasternorrland County,241458,54,0,262,32.75,21.32,0.0,1
2023-03-06,Vasterbotten County,281138,59,0,265,43.36,21.75,0.0,1
2023-03-06,Uppsala County,407912,59,0,468,54.59,41.99,0.0,4
2023-03-06,Stockholm County,2473307,911,0,2340,561.38,236.57,0.0,7
2023-03-06,Sodermanland County,301542,46,0,285,59.69,33.49,0.0,3
2023-03-06,Skane County,1428626,464,0,1809,164.23,157.66,0.0,5
2023-03-06,Ostergotland County,472446,1594,0,562,1670.11,51.17,0.0,1
2023-03-06,Orebro County,308375,1051,0,444,577.64,41.95,0.0,2
2023-03-06,Kronoberg County,203351,83,0,260,24.05,18.55,0.0,2
2023-03-06,Jonkoping County,370009,1515,0,607,1643.24,46.65,0.0,1
2023-03-06,Jamtland County,132839,31,0,111,11.74,8.97,0.0,1
2023-03-06,Halland County,345074,1915,197169,143929,1604.34,14901.6,5348.45,2
2023-03-06,Dalarna County,286546,63,0,308,20.79,24.53,0.0,1
2023-03-06,Blekinge County,157223,36,0,161,128.86,17.78,0.0,1
2023-03-13,Vastra Gotaland County,1772821,23366,313916,177859,44129.21,18870.82,6786.16,18
2023-03-13,Vastmanland County,281158,41,0,260,33.28,20.46,0.0,2
2023-03-13,Vasternorrland County,241458,34,0,275,9.18,20.3,0.0,1
2023-03-13,Varmland County,283384,1363,0,568,1948.57,48.53,0.0,1
2023-03-13,Uppsala County,407912,55,0,425,72.9,35.87,0.0,2
2023-03-13,Stockholm County,2473307,837,0,2474,936.44,259.8,0.0,5
2023-03-13,Skane County,1428626,326,0,1845,527.99,165.62,0.0,8
2023-03-13,Ostergotland County,472446,1720,0,457,1709.25,42.44,0.0,2
2023-03-13,Orebro County,308375,1223,0,504,1542.07,52.26,0.0,3
2023-03-13,Norrbotten County,248620,22,0,322,6.7,25.49,0.0,1
2023-03-13,Kronoberg County,203351,62,0,345,66.09,25.82,0.0,1
2023-03-13,Jonkoping County,370009,1858,0,507,2474.9,36.48,0.0,2
2023-03-13,Jamtland County,132839,23,0,148,1.2,8.35,0.0,1
2023-03-13,Halland County,345074,1887,185231,128696,2326.1,12876.35,4965.74,6
2023-03-13,Gotland County,60971,15,0,96,7.96,7.71,0.0,1
2023-03-13,Gavleborg County,284558,52,0,386,100.71,26.76,0.0,3
2023-03-13,Dalarna County,286546,55,0,364,14.83,27.81,0.0,3
2023-03-20,Vastra Gotaland County,1772821,20500,297886,164710,39083.37,19414.38,6497.26,16
2023-03-20,Vastmanland County,281158,51,0,263,205.6,24.43,0.0,1
2023-03-20,Vasternorrland County,241458,20,0,231,1.89,19.31,0.0,2
2023-03-20,Vasterbotten County,281138,22,0,326,47.62,28.53,0.0,1
2023-03-20,Varmland County,283384,1230,0,453,1131.04,40.01,0.0,2
2023-03-20,Uppsala County,407912,80,0,439,298.17,42.98,0.0,3
2023-03-20,Stockholm County,2473307,794,0,2246,1055.52,245.09,0.0,7
2023-03-20,Sodermanland County,301542,32,0,303,1.22,30.18,0.0,3
2023-03-20,Skane County,1428626,310,0,1720,294.5,179.59,0.0,9
2023-03-20,Ostergotland County,472446,1635,0,452,2183.69,36.74,0.0,2
2023-03-20,Orebro County,308375,1139,0,388,1140.66,43.66,0.0,2
2023-03-20,Kronoberg County,203351,44,0,192,36.27,14.16,0.0,2
2023-03-20,Kalmar County,246352,60,0,196,230.91,35.14,0.0,1
2023-03-20,Jonkoping County,370009,1758,0,461,2049.27,47.48,0.0,1
2023-03-20,Jamtland County,132839,20,0,146,98.04,14.02,0.0,1
2023-03-20,Halland County,345074,1789,154476,122136,2698.52,13300.0,4361.42,2
2023-03-20,Gavleborg County,284558,51,0,273,65.61,24.5,0.0,1
2023-03-20,Dalarna County,286546,36,0,301,28.65,24.76,0.0,2
2023-03-27,Vastra Gotaland County,1772821,22333,258315,195891,44643.08,20980.17,6867.97,22
2023-03-27,Vastmanland County,281158,55,0,295,16.92,45.58,0.0,2
2023-03-27,Vasternorrland County,241458,33,0,229,12.23,21.12,0.0,1
2023-03-27,Varmland County,283384,1314,0,396,1167.45,31.71,0.0,2
2023-03-27,Uppsala County,407912,60,0,343,11.91,28.56,0.0,1
2023-03-27,Stockholm County,2473307,824,0,2009,737.11,192.67,0.0,4
2023-03-27,Sodermanland County,301542,43,0,300,15.57,30.02,0.0,1
2023-03-27,Skane County,1428626,359,0,1681,331.85,149.39,0.0,9
2023-03-27,Orebro County,308375,1096,0,396,1148.84,44.04,0.0,2
2023-03-27,Jonkoping County,370009,1576,0,432,1722.46,40.78,0.0,1
2023-03-27,Halland County,345074,1879,146301,132313,3008.53,13756.77,4666.89,4
2023-03-27,Gavleborg County,284558,53,0,257,25.98,19.16,0.0,1
2023-03-27,Dalarna County,286546,68,0,327,13.67,26.72,0.0,1
2023-04-03,Vastra Gotaland County,1772821,20127,482164,204578,39392.92,20733.81,10496.06,22
2023-04-03,Vastmanland County,281158,46,0,224,11.73,17.39,0.0,1
2023-04-03,Vasternorrland County,241458,38,0,222,25.14,19.21,0.0,1
2023-04-03,Varmland County,283384,1106,0,454,1300.13,38.16,0.0,1
2023-04-03,Uppsala County,407912,52,0,352,21.81,33.72,0.0,1
2023-04-03,Stockholm County,2473307,789,0,2094,766.76,215.06,0.0,8
2023-04-03,Skane County,1428626,371,0,1589,204.36,156.04,0.0,7
2023-04-03,Orebro County,308375,999,0,377,936.15,45.75,0.0,2
2023-04-03,Norrbotten County,248620,20,0,193,62.11,18.26,0.0,1
2023-04-03,Kronoberg County,203351,56,0,276,17.67,22.73,0.0,2
2023-04-03,Jonkoping County,370009,1320,0,520,1335.53,48.17,0.0,3
2023-04-03,Halland County,345074,1760,259755,134569,2842.39,13087.69,7745.03,3
2023-04-03,Gotland County,60971,10,0,49,45.61,5.58,0.0,1
2023-04-03,Gavleborg County,284558,60,0,364,51.96,28.01,0.0,1
2023-04-03,Dalarna County,286546,92,0,314,19.5,31.16,0.0,1
2023-04-03,Blekinge County,157223,44,0,240,39.88,22.89,0.0,2
2023-04-10,Vastra Gotaland County,1772821,18104,557206,181924,44365.93,18325.7,10178.03,19
2023-04-10,Vastmanland County,281158,36,0,255,19.12,31.8,0.0,1
2023-04-10,Uppsala County,407912,54,0,386,44.83,39.17,0.0,3
2023-04-10,Stockholm County,2473307,702,0,2289,845.84,246.34,0.0,1
2023-04-10,Sodermanland County,301542,53,0,352,163.01,36.89,0.0,1
2023-04-10,Skane County,1428626,332,0,1846,224.2,160.85,0.0,3
2023-04-10,Orebro County,308375,934,0,425,1818.51,50.27,0.0,2
2023-04-10,Kronoberg County,203351,60,0,293,102.79,25.7,0.0,1
2023-04-10,Kalmar County,246352,78,0,275,39.9,27.24,0.0,2
2023-04-10,Jonkoping County,370009,1284,0,512,1446.67,42.17,0.0,1
2023-04-10,Jamtland County,132839,17,0,89,123.43,7.39,0.0,2
2023-04-10,Halland County,345074,1522,279406,146683,2831.87,13192.86,7294.59,2
2023-04-10,Gavleborg County,284558,52,0,386,65.02,27.41,0.0,3
2023-04-10,Blekinge County,157223,38,0,184,165.92,15.57,0.0,2
2023-04-17,Vastra Gotaland County,1772821,16305,503763,158878,25386.12,17419.62,9402.49,19
2023-04-17,Vasternorrland County,241458,43,0,327,31.46,30.57,0.0,1
2023-04-17,Vasterbotten County,281138,40,0,270,19.58,23.62,0.0,2
2023-04-17,Varmland County,283384,654,0,411,498.33,33.89,0.0,1
2023-04-17,Uppsala County,407912,80,0,416,23.51,32.37,0.0,1
2023-04-17,Stockholm County,2473307,868,0,2293,516.97,272.21,0.0,9
2023-04-17,Skane County,1428626,345,0,1707,440.74,166.33,0.0,3
2023-04-17,Orebro County,308375,544,0,349,488.58,54.54,0.0,1
2023-04-17,Kronoberg County,203351,59,0,284,59.38,18.7,0.0,2
2023-04-17,Kalmar County,246352,63,0,198,20.55,23.08,0.0,1
2023-04-17,Jonkoping County,370009,865,0,426,507.82,45.92,0.0,1
2023-04-17,Jamtland County,132839,24,0,74,35.61,5.19,0.0,1
2023-04-17,Halland County,345074,1211,245175,113601,1539.1,12509.54,6639.96,4
2023-04-17,Dalarna County,286546,63,0,334,42.38,26.28,0.0,1
2023-04-17,Blekinge County,157223,35,0,128,9.48,16.64,0.0,1
2023-04-24,Vastra Gotaland County,1772821,16282,401472,99098,24246.51,11031.9,7829.73,23
2023-04-24,Vastmanland County,281158,35,0,205,13.67,18.77,0.0,1
2023-04-24,Vasternorrland County,241458,30,0,211,19.37,17.18,0.0,2
2023-04-24,Uppsala County,407912,58,0,469,18.53,48.08,0.0,2
2023-04-24,Stockholm County,2473307,1009,0,2117,720.79,200.14,0.0,6
2023-04-24,Skane County,1428626,397,0,1417,403.73,114.63,0.0,12
2023-04-24,Ostergotland County,472446,669,0,377,404.98,28.71,0.0,3
2023-04-24,Orebro County,308375,512,0,320,401.31,32.6,0.0,3
2023-04-24,Norrbotten County,248620,20,0,167,40.73,9.16,0.0,1
2023-04-24,Kronoberg County,203351,52,0,248,19.13,19.9,0.0,2
2023-04-24,Kalmar County,246352,52,0,206,46.06,17.61,0.0,3
2023-04-24,Jonkoping County,370009,674,0,458,430.27,36.98,0.0,2
2023-04-24,Jamtland County,132839,9,0,89,6.46,6.57,0.0,1
2023-04-24,Halland County,345074,1032,206698,73152,1245.05,7236.26,5009.94,4
2023-04-24,Gavleborg County,284558,52,0,288,278.89,25.95,0.0,1
2023-04-24,Blekinge County,157223,23,0,125,28.65,11.99,0.0,1
2023-05-01,Vastra Gotaland County,1772821,15373,366910,134544,24675.12,11876.92,6380.48,22
2023-05-01,Vastmanland County,281158,41,0,199,9.84,15.61,0.0,2
2023-05-01,Vasternorrland County,241458,34,0,236,23.0,17.88,0.0,1
2023-05-01,Uppsala County,407912,70,0,403,53.01,25.42,0.0,2
2023-05-01,Stockholm County,2473307,985,0,2169,609.31,184.53,0.0,5
2023-05-01,Sodermanland County,301542,53,0,281,35.19,21.95,0.0,3
2023-05-01,Skane County,1428626,396,0,1675,204.62,131.81,0.0,4
2023-05-01,Ostergotland County,472446,593,0,390,639.56,28.94,0.0,3
2023-05-01,Norrbotten County,248620,14,0,197,2.14,14.15,0.0,1
2023-05-01,Kronoberg County,203351,61,0,244,58.7,15.17,0.0,1
2023-05-01,Kalmar County,246352,62,0,258,47.46,23.5,0.0,3
2023-05-01,Halland County,345074,819,283355,77556,1093.56,7075.9,7680.37,4
2023-05-01,Gavleborg County,284558,39,0,285,64.02,16.28,0.0,1
2023-05-01,Dalarna County,286546,59,0,299,46.31,20.6,0.0,2
2023-05-01,Blekinge County,157223,27,0,154,1.73,11.17,0.0,1
2023-05-08,Vastra Gotaland County,1772821,13620,417792,95994,24997.14,10293.49,6204.74,21
2023-05-08,Vasternorrland County,241458,36,0,164,9.06,17.07,0.0,2
2023-05-08,Vasterbotten County,281138,31,0,197,83.61,14.98,0.0,2
2023-05-08,Uppsala County,407912,55,0,337,45.78,32.66,0.0,2
2023-05-08,Stockholm County,2473307,980,0,1703,900.24,175.65,0.0,4
2023-05-08,Sodermanland County,301542,48,0,240,16.34,17.67,0.0,2
2023-05-08,Skane County,1428626,419,0,1355,249.4,130.3,0.0,7
2023-05-08,Ostergotland County,472446,204,0,289,167.56,30.4,0.0,1
2023-05-08,Orebro County,308375,126,0,305,139.44,30.03,0.0,3
2023-05-08,Kronoberg County,203351,48,0,212,21.22,18.88,0.0,2
2023-05-08,Jonkoping County,370009,204,0,423,111.41,43.38,0.0,1
2023-05-08,Jamtland County,132839,13,0,152,8.49,11.38,0.0,1
2023-05-08,Halland County,345074,502,284359,74305,642.06,7069.11,6839.94,5
2023-05-08,Gavleborg County,284558,53,0,197,69.43,12.07,0.0,1
2023-05-08,Dalarna County,286546,56,0,197,36.73,17.0,0.0,2
2023-05-08,Blekinge County,157223,42,0,99,53.28,8.77,0.0,1
2023-05-15,Vastra Gotaland County,1772821,1220674,1122509,567499,86157.39,30074.49,41475.65,17
2023-05-15,Vastmanland County,281158,39,0,174,20.33,13.45,0.0,2
2023-05-15,Vasterbotten County,281138,33,0,254,17.85,24.81,0.0,2
2023-05-15,Varmland County,283384,198,0,300,393.64,22.53,0.0,2
2023-05-15,Uppsala County,407912,35,0,247,66.77,18.08,0.0,1
2023-05-15,Stockholm County,2473307,846,0,1773,1337.19,191.15,0.0,6
2023-05-15,Sodermanland County,301542,57,0,242,13.85,20.96,0.0,2
2023-05-15,Skane County,1428626,342,0,1199,209.24,114.38,0.0,6
2023-05-15,Ostergotland County,472446,249,0,292,473.97,26.76,0.0,1
2023-05-15,Orebro County,308375,200,0,303,314.54,41.14,0.0,3
2023-05-15,Kronoberg County,203351,47,0,172,40.05,17.3,0.0,2
2023-05-15,Jonkoping County,370009,283,0,412,175.97,40.94,0.0,1
2023-05-15,Halland County,345074,33291,326277,114306,2854.6,8617.18,8083.93,4
2023-05-15,Gavleborg County,284558,42,0,276,17.69,27.74,0.0,2
2023-05-15,Dalarna County,286546,46,0,199,104.2,13.14,0.0,1
2023-05-22,Vastra Gotaland County,1772821,1461979,1144364,462613,95628.16,29844.59,40332.61,21
2023-05-22,Vastmanland County,281158,40,0,213,7.99,19.23,0.0,1
2023-05-22,Vasternorrland County,241458,34,0,204,2.47,24.63,0.0,1
2023-05-22,Varmland County,283384,174,0,291,158.4,25.29,0.0,1
2023-05-22,Uppsala County,407912,35,0,247,21.27,24.04,0.0,1
2023-05-22,Stockholm County,2473307,868,0,1408,776.4,163.81,0.0,6
2023-05-22,Sodermanland County,301542,40,0,200,15.4,19.62,0.0,2
2023-05-22,Skane County,1428626,341,0,1245,276.75,139.29,0.0,7
2023-05-22,Ostergotland County,472446,299,0,353,174.67,47.86,0.0,1
2023-05-22,Orebro County,308375,172,0,339,224.92,47.83,0.0,1
2023-05-22,Kronoberg County,203351,54,0,169,29.18,17.71,0.0,1
2023-05-22,Kalmar County,246352,45,0,140,141.96,13.06,0.0,2
2023-05-22,Jonkoping County,370009,256,0,414,543.11,38.73,0.0,1
2023-05-22,Halland County,345074,38321,305904,99852,2602.83,8556.31,7364.3,5
2023-05-22,Gavleborg County,284558,45,0,236,10.92,26.95,0.0,1
2023-05-22,Dalarna County,286546,59,0,200,9.19,19.78,0.0,1
2023-05-22,Blekinge County,157223,29,0,167,11.61,13.06,0.0,2
2023-05-29,Vastra Gotaland County,1772821,414268,843305,379275,39385.45,19197.05,25815.23,22
2023-05-29,Vasternorrland County,241458,23,0,359,29.36,23.07,0.0,1
2023-05-29,Vasterbotten County,281138,39,0,339,64.98,22.01,0.0,1
2023-05-29,Uppsala County,407912,68,0,1301,106.83,72.85,0.0,3
2023-05-29,Stockholm County,2473307,939,0,15119,871.74,801.78,0.0,3
2023-05-29,Sodermanland County,301542,63,0,1292,58.56,71.72,0.0,1
2023-05-29,Skane County,1428626,344,0,14169,137.82,710.86,0.0,8
2023-05-29,Ostergotland County,472446,266,0,2217,522.95,125.54,0.0,1
2023-05-29,Orebro County,308375,166,0,3104,103.42,158.48,0.0,1
2023-05-29,Norrbotten County,248620,31,0,440,4.11,25.52,0.0,1
2023-05-29,Kronoberg County,203351,64,0,1947,193.95,97.07,0.0,2
2023-05-29,Jonkoping County,370009,208,0,7125,436.77,337.46,0.0,2
2023-05-29,Halland County,345074,12920,303778,97302,967.19,6968.57,7196.13,2
2023-05-29,Blekinge County,157223,14,0,1461,0.57,68.71,0.0,2
2023-06-05,Vastra Gotaland County,1772821,14552,578321,80437,29528.0,7674.38,10680.83,20
2023-06-05,Vastmanland County,281158,32,0,131,12.13,10.24,0.0,1
2023-06-05,Vasternorrland County,241458,22,0,123,9.92,12.3,0.0,1
2023-06-05,Vasterbotten County,281138,18,0,124,11.93,8.55,0.0,1
2023-06-05,Varmland County,283384,233,0,284,231.05,24.4,0.0,3
2023-06-05,Stockholm County,2473307,808,0,1142,505.88,138.34,0.0,2
2023-06-05,Sodermanland County,301542,53,0,217,12.3,20.12,0.0,2
2023-06-05,Skane County,1428626,357,0,997,262.68,97.0,0.0,6
2023-06-05,Ostergotland County,472446,354,0,414,612.01,39.41,0.0,1
2023-06-05,Kronoberg County,203351,49,0,170,31.04,12.77,0.0,1
2023-06-05,Jonkoping County,370009,383,0,316,864.45,25.48,0.0,2
2023-06-05,Jamtland County,132839,10,0,64,10.09,10.53,0.0,1
2023-06-05,Halland County,345074,804,356138,65955,746.98,4891.2,7614.09,3
2023-06-05,Blekinge County,157223,33,0,141,12.53,12.21,0.0,1
2023-06-12,Vastra Gotaland County,1772821,15332,524849,123247,30308.98,10968.43,10129.97,24
2023-06-12,Vastmanland County,281158,29,0,43,17.65,2.58,0.0,2
2023-06-12,Vasternorrland County,241458,24,0,56,22.07,6.18,0.0,2
2023-06-12,Vasterbotten County,281138,17,0,39,2.32,2.08,0.0,1
2023-06-12,Uppsala County,407912,56,0,88,31.98,6.5,0.0,2
2023-06-12,Stockholm County,2473307,805,0,470,722.73,51.05,0.0,4
2023-06-12,Sodermanland County,301542,44,0,70,10.62,7.21,0.0,4
2023-06-12,Skane County,1428626,306,0,390,397.63,38.85,0.0,5
2023-06-12,Ostergotland County,472446,411,0,122,587.36,9.69,0.0,2
2023-06-12,Orebro County,308375,241,0,96,196.95,9.12,0.0,3
2023-06-12,Kalmar County,246352,51,0,77,45.57,7.51,0.0,1
2023-06-12,Jonkoping County,370009,338,0,135,752.33,13.28,0.0,3
2023-06-12,Jamtland County,132839,14,0,23,10.26,2.7,0.0,1
2023-06-12,Halland County,345074,780,274740,101899,1183.09,7771.07,7064.51,7
2023-06-12,Dalarna County,286546,57,0,49,5.62,2.71,0.0,1
2023-06-19,Vastra Gotaland County,1772821,13340,470584,97129,26982.61,8848.08,8214.44,23
2023-06-19,Vastmanland County,281158,31,0,0,17.67,0.0,0.0,1
2023-06-19,Varmland County,283384,196,2,0,216.4,0.0,0.08,1
2023-06-19,Uppsala County,407912,34,0,0,20.57,0.0,0.0,1
2023-06-19,Stockholm County,2473307,638,6,0,403.31,0.0,0.23,5
2023-06-19,Sodermanland County,301542,39,0,0,15.87,0.0,0.0,2
2023-06-19,Skane County,1428626,266,4,0,188.82,0.0,0.25,9
2023-06-19,Ostergotland County,472446,260,0,0,247.76,0.0,0.0,1
2023-06-19,Orebro County,308375,209,0,0,294.03,0.0,0.0,1
2023-06-19,Kronoberg County,203351,45,0,0,17.68,0.0,0.0,1
2023-06-19,Jonkoping County,370009,242,5,0,161.87,0.0,0.02,2
2023-06-19,Halland County,345074,676,241457,99601,618.18,7052.68,6167.91,2
2023-06-19,Gavleborg County,284558,49,0,0,58.6,0.0,0.0,1
2023-06-19,Dalarna County,286546,33,0,0,15.23,0.0,0.0,1
2023-06-19,Blekinge County,157223,20,0,0,3.59,0.0,0.0,2
2023-06-26,Vastra Gotaland County,1772821,16539,243269,136240,36578.35,9288.84,6843.37,20
2023-06-26,Vastmanland County,281158,40,0,0,54.04,0.0,0.0,1
2023-06-26,Vasternorrland County,241458,39,0,0,23.19,0.0,0.0,2
2023-06-26,Uppsala County,407912,57,0,0,135.01,0.0,0.0,3
2023-06-26,Stockholm County,2473307,826,15,0,438.2,0.0,0.53,6
2023-06-26,Sodermanland County,301542,52,0,0,51.42,0.0,0.0,2
2023-06-26,Skane County,1428626,367,17,0,300.41,0.0,0.82,7
2023-06-26,Orebro County,308375,168,0,0,154.52,0.0,0.0,1
2023-06-26,Kronoberg County,203351,47,1,0,18.4,0.0,0.04,1
2023-06-26,Jonkoping County,370009,230,7,18,396.62,0.53,0.16,1
2023-06-26,Halland County,345074,674,168713,117154,963.17,6843.23,5648.17,5
2023-06-26,Gavleborg County,284558,39,0,0,17.57,0.0,0.0,1
2023-06-26,Dalarna County,286546,54,0,0,72.83,0.0,0.0,3
2023-07-03,Vastra Gotaland County,1772821,17789,136777,156495,33055.76,8638.28,9804.42,21
2023-07-03,Vastmanland County,281158,43,0,0,57.95,0.0,0.0,1
2023-07-03,Vasternorrland County,241458,50,1,0,13.04,0.0,0.07,3
2023-07-03,Vasterbotten County,281138,37,0,0,16.23,0.0,0.0,1
2023-07-03,Varmland County,283384,298,1,0,613.26,0.0,0.07,2
2023-07-03,Uppsala County,407912,61,0,0,96.75,0.0,0.0,3
2023-07-03,Stockholm County,2473307,978,8,0,465.07,0.0,0.6,3
2023-07-03,Sodermanland County,301542,67,0,0,81.14,0.0,0.0,1
2023-07-03,Skane County,1428626,466,11,0,269.91,0.0,0.59,4
2023-07-03,Ostergotland County,472446,388,1,0,352.99,0.0,0.06,2
2023-07-03,Orebro County,308375,245,0,0,402.38,0.0,0.0,1
2023-07-03,Norrbotten County,248620,41,0,0,109.15,0.0,0.0,1
2023-07-03,Kronoberg County,203351,59,0,0,28.41,0.0,0.0,2
2023-07-03,Jonkoping County,370009,406,781,51,743.94,1.96,52.87,2
2023-07-03,Jamtland County,132839,23,0,0,57.4,0.0,0.0,1
2023-07-03,Halland County,345074,850,133364,97925,1556.72,4673.19,6437.71,4
2023-07-03,Gavleborg County,284558,50,0,0,303.84,0.0,0.0,1
2023-07-03,Dalarna County,286546,80,0,0,61.04,0.0,0.0,1
2023-07-03,Blekinge County,157223,22,2,0,3.5,0.0,0.16,1
2023-07-10,Vastra Gotaland County,1772821,16150,64947,59144,39347.6,4682.23,6020.08,22
2023-07-10,Varmland County,283384,494,1,0,1175.53,0.0,0.04,2
2023-07-10,Uppsala County,407912,62,1,0,31.71,0.0,0.04,1
2023-07-10,Stockholm County,2473307,629,4,0,455.25,0.0,0.21,5
2023-07-10,Skane County,1428626,394,8,0,455.98,0.0,0.3,5
2023-07-10,Ostergotland County,472446,619,0,0,862.31,0.0,0.0,3
2023-07-10,Orebro County,308375,370,0,0,376.04,0.0,0.0,1
2023-07-10,Norrbotten County,248620,26,0,0,7.86,0.0,0.0,1
2023-07-10,Kronoberg County,203351,64,1,0,202.85,0.0,0.04,3
2023-07-10,Kalmar County,246352,44,1,0,16.88,0.0,0.04,1
2023-07-10,Jonkoping County,370009,558,5,0,793.64,0.0,0.19,1
2023-07-10,Halland County,345074,984,112467,84605,1227.6,4575.28,5514.07,4
2023-07-10,Gavleborg County,284558,56,0,0,31.55,0.0,0.0,2
2023-07-10,Dalarna County,286546,62,1,0,43.4,0.0,0.03,1
2023-07-10,Blekinge County,157223,38,0,0,41.8,0.0,0.0,1
2023-07-17,Vastra Gotaland County,1772821,13116,110430,75512,31403.29,5246.59,7408.54,7
2023-07-17,Stockholm County,2473307,589,17,0,403.13,0.0,0.85,1
2023-07-17,Skane County,1428626,300,51,0,415.25,0.0,3.04,1
